"Mast Height 63.15m,  Anchorage:[24.0],  All tighten,  In service"
"(24.0, '433785')"
"Mast Height 63.15m,  Anchorage:[24.0],  All tighten,  Out of service"
"(24.0, '569835')"
"Mast Height 63.15m,  Anchorage:[24.0],  Alt released,  In service"
"(24.0, '433785')"
"Mast Height 63.15m,  Anchorage:[24.0],  Alt released,  Out of service"
"(24.0, '569835')"
"Mast Height 87.15m,  Anchorage:[24.0, 36.0],  All tighten,  In service"
"(24.0, '-749156')","(36.0, '716036')"
"Mast Height 87.15m,  Anchorage:[24.0, 36.0],  All tighten,  Out of service"
"(24.0, '-697111')","(36.0, '800703')"
"Mast Height 87.15m,  Anchorage:[24.0, 36.0],  Alt released,  In service"
"(24.0, '-')","(36.0, '327585')"
"Mast Height 87.15m,  Anchorage:[24.0, 36.0],  Alt released,  Out of service"
"(24.0, '-')","(36.0, '439238')"
"Mast Height 111.15m,  Anchorage:[24.0, 36.0, 48.0],  All tighten,  In service"
"(24.0, '225787')","(36.0, '-948130')","(48.0, '811056')"
"Mast Height 111.15m,  Anchorage:[24.0, 36.0, 48.0],  All tighten,  Out of service"
"(24.0, '440810')","(36.0, '-813409')","(48.0, '776497')"
"Mast Height 111.15m,  Anchorage:[24.0, 36.0, 48.0],  Alt released,  In service"
"(24.0, '-502240')","(36.0, '-')","(48.0, '438576')"
"Mast Height 111.15m,  Anchorage:[24.0, 36.0, 48.0],  Alt released,  Out of service"
"(24.0, '-183771')","(36.0, '-')","(48.0, '456943')"
"Mast Height 135.15m,  Anchorage:[24.0, 36.0, 48.0, 60.0],  All tighten,  In service"
"(24.0, '-50670')","(36.0, '280301')","(48.0, '-1038396')","(60.0, '880243')"
"Mast Height 135.15m,  Anchorage:[24.0, 36.0, 48.0, 60.0],  All tighten,  Out of service"
"(24.0, '143090')","(36.0, '334608')","(48.0, '-847759')","(60.0, '838138')"
"Mast Height 135.15m,  Anchorage:[24.0, 36.0, 48.0, 60.0],  Alt released,  In service"
"(24.0, '-')","(36.0, '-460338')","(48.0, '-')","(60.0, '458629')"
"Mast Height 135.15m,  Anchorage:[24.0, 36.0, 48.0, 60.0],  Alt released,  Out of service"
"(24.0, '-')","(36.0, '-131012')","(48.0, '-')","(60.0, '472227')"
"Mast Height 159.15m,  Anchorage:[24.0, 36.0, 48.0, 60.0, 72.0],  All tighten,  In service"
"(24.0, '29179')","(36.0, '-74773')","(48.0, '310797')","(60.0, '-1127323')","(72.0, '955939')"
"Mast Height 159.15m,  Anchorage:[24.0, 36.0, 48.0, 60.0, 72.0],  All tighten,  Out of service"
"(24.0, '199885')","(36.0, '1328')","(48.0, '379282')","(60.0, '-1012709')","(72.0, '989123')"
"Mast Height 159.15m,  Anchorage:[24.0, 36.0, 48.0, 60.0, 72.0],  Alt released,  In service"
"(24.0, '176121')","(36.0, '-')","(48.0, '-554716')","(60.0, '-')","(72.0, '511486')"
"Mast Height 159.15m,  Anchorage:[24.0, 36.0, 48.0, 60.0, 72.0],  Alt released,  Out of service"
"(24.0, '376017')","(36.0, '-')","(48.0, '-360032')","(60.0, '-')","(72.0, '584918')"
